Starting negotiation session.
Round 1
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Manager, Housing: Parents, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 178
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Developer, Housing: Cave, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 179
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 180
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Manager, Housing: Parents, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 181
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 182
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TW, Faculty: 3ME, Job Prospect: Engineer, Housing: Under the bridge, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 183
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: Developer, Housing: Parents, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 184
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: EWI, Job Prospect: Manager, Housing: Parents, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 185
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 186
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 187
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 188
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 189
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 190
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 191
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 192
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 193
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: Jobless, Housing: Cave, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 194
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 195
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 196
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Developer, Housing: Under the bridge, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 197
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TW, Faculty: 3ME, Job Prospect: Developer, Housing: Cave, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 198
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: EWI, Job Prospect: Developer, Housing: Under the bridge, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 199
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 200
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 201
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Engineer, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 202
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Engineer, Housing: Parents, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 203
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 204
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: TPM, Job Prospect: Manager, Housing: Cave, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 205
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: TPM, Job Prospect: Jobless, Housing: Parents, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 206
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: TPM, Job Prospect: Manager, Housing: Under the bridge, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 207
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: 3ME, Job Prospect: Developer, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 208
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 209
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Developer, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 210
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 211
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 212
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: TPM, Job Prospect: Manager, Housing: Under the bridge, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 213
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TI, Faculty: 3ME, Job Prospect: Engineer, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 214
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 215
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 216
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Under the bridge, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 217
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TI, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 218
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: CEO, Housing: Under the bridge, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
